Sample_ID,Word,Language_Indo,Meaning_in_Indonesia,Sentence_in_Indo,Sentence_Clean_Indo,English_Translation_Indo,Category,Language_Malay,Meaning_in_Malay,Sentence_in_Malay,Sentence_Clean_Malay,English_Translation_Malay,False_Friend_Type,Review_Status
FF0437,stadium diabetes,Indonesian / Bahasa Indonesia,stage/phase of diabetes,Diabetes berada pada stadium awal.,diabetes berada pada stadium awal,diabetes is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to diabetes (e.g., campaign/event)",Kempen kesedaran diabetes diadakan di stadium utama.,kempen kesedaran diabetes diadakan di stadium utama,A diabetes awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0438,stadium hepatitis,Indonesian / Bahasa Indonesia,stage/phase of hepatitis,Hepatitis berada pada stadium awal.,hepatitis berada pada stadium awal,hepatitis is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to hepatitis (e.g., campaign/event)",Kempen kesedaran hepatitis diadakan di stadium utama.,kempen kesedaran hepatitis diadakan di stadium utama,A hepatitis awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0439,stadium hipertensi,Indonesian / Bahasa Indonesia,stage/phase of hipertensi,Hipertensi berada pada stadium awal.,hipertensi berada pada stadium awal,hipertensi is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to hipertensi (e.g., campaign/event)",Kempen kesedaran hipertensi diadakan di stadium utama.,kempen kesedaran hipertensi diadakan di stadium utama,A hipertensi awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0440,stadium HIV,Indonesian / Bahasa Indonesia,stage/phase of HIV,Hiv berada pada stadium awal.,hiv berada pada stadium awal,HIV is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to HIV (e.g., campaign/event)",Kempen kesedaran HIV diadakan di stadium utama.,kempen kesedaran hiv diadakan di stadium utama,A HIV awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0441,stadium kanser paru-paru,Indonesian / Bahasa Indonesia,stage/phase of kanser paru-paru,Kanser Paru-Paru berada pada stadium awal.,kanser paru-paru berada pada stadium awal,kanser paru-paru is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to kanser paru-paru (e.g., campaign/event)",Kempen kesedaran kanser paru-paru diadakan di stadium utama.,kempen kesedaran kanser paru-paru diadakan di stadium utama,A kanser paru-paru awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0442,stadium kanser payudara,Indonesian / Bahasa Indonesia,stage/phase of kanser payudara,Kanser Payudara berada pada stadium awal.,kanser payudara berada pada stadium awal,kanser payudara is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to kanser payudara (e.g., campaign/event)",Kempen kesedaran kanser payudara diadakan di stadium utama.,kempen kesedaran kanser payudara diadakan di stadium utama,A kanser payudara awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0443,stadium kanser usus,Indonesian / Bahasa Indonesia,stage/phase of kanser usus,Kanser Usus berada pada stadium awal.,kanser usus berada pada stadium awal,kanser usus is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to kanser usus (e.g., campaign/event)",Kempen kesedaran kanser usus diadakan di stadium utama.,kempen kesedaran kanser usus diadakan di stadium utama,A kanser usus awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0444,stadium penyakit ginjal,Indonesian / Bahasa Indonesia,stage/phase of penyakit ginjal,Penyakit Ginjal berada pada stadium awal.,penyakit ginjal berada pada stadium awal,penyakit ginjal is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to penyakit ginjal (e.g., campaign/event)",Kempen kesedaran penyakit ginjal diadakan di stadium utama.,kempen kesedaran penyakit ginjal diadakan di stadium utama,A penyakit ginjal awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0445,stadium tuberkulosis,Indonesian / Bahasa Indonesia,stage/phase of tuberkulosis,Tuberkulosis berada pada stadium awal.,tuberkulosis berada pada stadium awal,tuberkulosis is at an early stage.,Medicine & Healthcare,Malay / Bahasa Malaysia,"stadium venue related to tuberkulosis (e.g., campaign/event)",Kempen kesedaran tuberkulosis diadakan di stadium utama.,kempen kesedaran tuberkulosis diadakan di stadium utama,A tuberkulosis awareness campaign was held in the main stadium,same_form_different_meaning,OK
FF0446,statistik,Indonesian / Bahasa Indonesia,statistics (data/metrics) item(s),Statistik menunjukkan kadar kematian menurun.,statistik menunjukkan kadar kematian menurun,The statistics show mortality rates are decreasing.,Education & Research,Malay / Bahasa Malaysia,statistics (discipline),Dia mengambil jurusan statistik.,dia mengambil jurusan statistik,He majors in statistics,same_form_different_meaning,OK
FF0447,stik,Indonesian / Bahasa Indonesia,stick (rod),Ambil stik kayu untuk eksperimen.,ambil stik kayu untuk eksperimen,Take a wooden stick for the experiment.,General/Operations,Malay / Bahasa Malaysia,steak,Saya pesan stik daging di restoran.,saya pesan stik daging di restoran,I ordered a steak at the restaurant,same_form_different_meaning,OK
FF0448,sulit,Indonesian / Bahasa Indonesia,difficult/complex,Prosedur itu sulit untuk warga.,prosedur itu sulit untuk warga,The procedure is difficult for citizens.,Law & Public Administration,Malay / Bahasa Malaysia,confidential; encrypted,Dokumen itu sulit dan tidak boleh disebar.,dokumen itu sulit dan tidak boleh disebar,The document is confidential and must not be shared,same_form_different_meaning,OK
FF0449,syal,Indonesian / Bahasa Indonesia,shawl/scarf,Dia memakai syal ketika sejuk.,dia memakai syal ketika sejuk,She wore a scarf when it was cool.,Science & Engineering,Malay / Bahasa Malaysia,shale (rock),Batuan syal terbentuk daripada sedimen halus.,batuan syal terbentuk daripada sedimen halus,Shale rock forms from fine sediment,same_form_different_meaning,OK
FF0450,tabib,Indonesian / Bahasa Indonesia,shaman/traditional healer,Tabib di klinik memberi preskripsi.,tabib di klinik memberi preskripsi,The physician at the clinic gave a prescription.,Medicine & Healthcare,Malay / Bahasa Malaysia,doctor/physician,Tabib itu merawat dengan herba.,tabib itu merawat dengan herba,The traditional healer treated with herbs,same_form_different_meaning,OK
FF0451,taburan,Indonesian / Bahasa Indonesia,sprinkle (scattering),Ibu tabur garam atas makanan.,ibu tabur garam atas makanan,Mother sprinkled salt on the food.,Science & Engineering,Malay / Bahasa Malaysia,distribution (statistics),Taburan normal sering digunakan dalam model.,taburan normal sering digunakan dalam model,Normal distribution is often used in models,same_form_different_meaning,OK
FF0452,taburan binomial,Indonesian / Bahasa Indonesia,sprinkling binomial (literal sprinkle sense),Dia tabur binomial pada permukaan (secara literal).,dia tabur binomial pada permukaan secara literal,He sprinkled binomial on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,binomial distribution (statistics),Model menggunakan taburan binomial.,model menggunakan taburan binomial,The model uses the binomial distribution,same_form_different_meaning,OK
FF0453,taburan chi-kuasa dua,Indonesian / Bahasa Indonesia,sprinkling chi-kuasa dua (literal sprinkle sense),Dia tabur chi-kuasa dua pada permukaan (secara literal).,dia tabur chi-kuasa dua pada permukaan secara literal,He sprinkled chi-kuasa dua on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,chi-kuasa dua distribution (statistics),Model menggunakan taburan chi-kuasa dua.,model menggunakan taburan chi-kuasa dua,The model uses the chi-kuasa dua distribution,same_form_different_meaning,OK
FF0454,taburan eksponen,Indonesian / Bahasa Indonesia,sprinkling eksponen (literal sprinkle sense),Dia tabur eksponen pada permukaan (secara literal).,dia tabur eksponen pada permukaan secara literal,He sprinkled eksponen on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,eksponen distribution (statistics),Model menggunakan taburan eksponen.,model menggunakan taburan eksponen,The model uses the eksponen distribution,same_form_different_meaning,OK
FF0455,taburan gamma,Indonesian / Bahasa Indonesia,sprinkling gamma (literal sprinkle sense),Dia tabur gamma pada permukaan (secara literal).,dia tabur gamma pada permukaan secara literal,He sprinkled gamma on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,gamma distribution (statistics),Model menggunakan taburan gamma.,model menggunakan taburan gamma,The model uses the gamma distribution,same_form_different_meaning,OK
FF0456,taburan log-normal,Indonesian / Bahasa Indonesia,sprinkling log-normal (literal sprinkle sense),Dia tabur log-normal pada permukaan (secara literal).,dia tabur log-normal pada permukaan secara literal,He sprinkled log-normal on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,log-normal distribution (statistics),Model menggunakan taburan log-normal.,model menggunakan taburan log-normal,The model uses the log-normal distribution,same_form_different_meaning,OK
FF0457,taburan multivariat,Indonesian / Bahasa Indonesia,sprinkling multivariat (literal sprinkle sense),Dia tabur multivariat pada permukaan (secara literal).,dia tabur multivariat pada permukaan secara literal,He sprinkled multivariat on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,multivariat distribution (statistics),Model menggunakan taburan multivariat.,model menggunakan taburan multivariat,The model uses the multivariat distribution,same_form_different_meaning,OK
FF0458,taburan normal,Indonesian / Bahasa Indonesia,sprinkling normal (literal sprinkle sense),Dia tabur normal pada permukaan (secara literal).,dia tabur normal pada permukaan secara literal,He sprinkled normal on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,normal distribution (statistics),Model menggunakan taburan normal.,model menggunakan taburan normal,The model uses the normal distribution,same_form_different_meaning,OK
FF0459,taburan Poisson,Indonesian / Bahasa Indonesia,sprinkling Poisson (literal sprinkle sense),Dia tabur Poisson pada permukaan (secara literal).,dia tabur poisson pada permukaan secara literal,He sprinkled Poisson on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,Poisson distribution (statistics),Model menggunakan taburan Poisson.,model menggunakan taburan poisson,The model uses the Poisson distribution,same_form_different_meaning,OK
FF0460,taburan seragam,Indonesian / Bahasa Indonesia,sprinkling seragam (literal sprinkle sense),Dia tabur seragam pada permukaan (secara literal).,dia tabur seragam pada permukaan secara literal,He sprinkled seragam on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,seragam distribution (statistics),Model menggunakan taburan seragam.,model menggunakan taburan seragam,The model uses the seragam distribution,same_form_different_meaning,OK
FF0461,taburan t-Student,Indonesian / Bahasa Indonesia,sprinkling t-Student (literal sprinkle sense),Dia tabur t-Student pada permukaan (secara literal).,dia tabur t-student pada permukaan secara literal,He sprinkled t-Student on the surface (literally).,Science & Engineering,Malay / Bahasa Malaysia,t-Student distribution (statistics),Model menggunakan taburan t-Student.,model menggunakan taburan t-student,The model uses the t-Student distribution,same_form_different_meaning,OK
FF0462,tambang,Indonesian / Bahasa Indonesia,tether rope/cable,Tambang kapal itu putus ketika ribut.,tambang kapal itu putus ketika ribut,The shipâ€™s tether snapped during the storm.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight,Tambang feri naik mulai bulan depan.,tambang feri naik mulai bulan depan,Ferry fares increase next month,same_form_different_meaning,OK
FF0463,tambang bas,Indonesian / Bahasa Indonesia,tether/rope for bas,Tambang bas itu diperiksa sebelum berlepas.,tambang bas itu diperiksa sebelum berlepas,The bas tether was inspected before departure.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight for bas,Tambang bas diumumkan oleh operator.,tambang bas diumumkan oleh operator,The bas fare/freight was announced,same_form_different_meaning,OK
FF0464,tambang feri,Indonesian / Bahasa Indonesia,tether/rope for fÃ©ri,Tambang feri itu diperiksa sebelum berlepas.,tambang feri itu diperiksa sebelum berlepas,The feri tether was inspected before departure.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight for feri,Tambang feri diumumkan oleh operator.,tambang feri diumumkan oleh operator,The ferry fare/freight was announced,same_form_different_meaning,OK
FF0465,tambang kapal,Indonesian / Bahasa Indonesia,tether/rope for kapal,Tambang kapal itu diperiksa sebelum berlepas.,tambang kapal itu diperiksa sebelum berlepas,The kapal tether was inspected before departure.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight for kapal,Tambang kapal diumumkan oleh operator.,tambang kapal diumumkan oleh operator,The kapal fare/freight was announced,same_form_different_meaning,OK
FF0466,tambang kargo,Indonesian / Bahasa Indonesia,tether/rope for kargo,Tambang kargo itu diperiksa sebelum berlepas.,tambang kargo itu diperiksa sebelum berlepas,The kargo tether was inspected before departure.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight for kargo,Tambang kargo diumumkan oleh operator.,tambang kargo diumumkan oleh operator,The kargo fare/freight was announced,same_form_different_meaning,OK
FF0467,tambang logistik,Indonesian / Bahasa Indonesia,tether/rope for logistik,Tambang logistik itu diperiksa sebelum berlepas.,tambang logistik itu diperiksa sebelum berlepas,The logistik tether was inspected before departure.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight for logistik,Tambang logistik diumumkan oleh operator.,tambang logistik diumumkan oleh operator,The logistik fare/freight was announced,same_form_different_meaning,OK
FF0468,tambang penerbangan,Indonesian / Bahasa Indonesia,tether/rope for penerbangan,Tambang penerbangan itu diperiksa sebelum berlepas.,tambang penerbangan itu diperiksa sebelum berlepas,The penerbangan tether was inspected before departure.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight for penerbangan,Tambang penerbangan diumumkan oleh operator.,tambang penerbangan diumumkan oleh operator,The penerbangan fare/freight was announced,same_form_different_meaning,OK
FF0469,tambang teksi,Indonesian / Bahasa Indonesia,tether/rope for teksi,Tambang teksi itu diperiksa sebelum berlepas.,tambang teksi itu diperiksa sebelum berlepas,The teksi tether was inspected before departure.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight for teksi,Tambang teksi diumumkan oleh operator.,tambang teksi diumumkan oleh operator,The teksi fare/freight was announced,same_form_different_meaning,OK
FF0470,tambang tren,Indonesian / Bahasa Indonesia,tether/rope for tren,Tambang tren itu diperiksa sebelum berlepas.,tambang tren itu diperiksa sebelum berlepas,The tren tether was inspected before departure.,Maritime & Transport,Malay / Bahasa Malaysia,fare/freight for tren,Tambang tren diumumkan oleh operator.,tambang tren diumumkan oleh operator,The tren fare/freight was announced,same_form_different_meaning,OK
